County,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Tennessee-Rhea,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Roane,0.9999973773956299,1.5663246699659794e-07,1.0473650036146864e-07,1.8594589334952616e-07,1.9613671042861824e-07,1.3875914817162993e-07,1.4346903753903462e-07,1.6601626384726842e-07,1.8028734416475345e-07,2.030008232623004e-07,3.55127866669136e-07,1.0839933395345724e-07,2.737009765496623e-07,1.9836637932257872e-07,1.4117189550688636e-07
Tennessee-Robertson,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Tennessee-Rutherford,0.9999974966049194,1.5352445359440026e-07,1.0229430102981496e-07,1.8236869436805137e-07,1.9094821368526027e-07,1.3457903946800798e-07,1.39828259193564e-07,1.6147575365721423e-07,1.760099337388965e-07,1.9815087171082268e-07,3.4667021964196465e-07,1.0560389540614779e-07,2.671960430689069e-07,1.927468815665634e-07,1.382925631787657e-07
Tennessee-Scott,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Sequatchie,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Sevier,0.9999974966049194,1.5356280869127659e-07,1.0232825786715694e-07,1.8245671640215733e-07,1.9098555981145182e-07,1.3460162051615043e-07,1.398760076654071e-07,1.6151147974596824e-07,1.7607926849905198e-07,1.9821852959012176e-07,3.4669469073378423e-07,1.0563814356601142e-07,2.673308756584447e-07,1.9278127183497418e-07,1.383288292799989e-07
Tennessee-Shelby,0.9999967813491821,1.9919622218367294e-07,1.332647343588178e-07,2.4173624524337356e-07,2.432386736472836e-07,1.6937646307724208e-07,1.7873519198019494e-07,2.0441926551484357e-07,2.2673376065540651e-07,2.549600708334765e-07,4.2823015178328205e-07,1.3787474983928405e-07,3.508112627059745e-07,2.4367284368054243e-07,1.7942412000593322e-07
Tennessee-Smith,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Stewart,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Sullivan,0.9999974966049194,1.5356280869127659e-07,1.0232825786715694e-07,1.8245671640215733e-07,1.9098555981145182e-07,1.3460162051615043e-07,1.398760076654071e-07,1.6151147974596824e-07,1.7607926849905198e-07,1.9821852959012176e-07,3.4669469073378423e-07,1.0563814356601142e-07,2.673308756584447e-07,1.9278127183497418e-07,1.383288292799989e-07
Tennessee-Sumner,0.9999974966049194,1.535850771006153e-07,1.0234699487909893e-07,1.8250162270305736e-07,1.9100303916275152e-07,1.3461394132718851e-07,1.3990802472108044e-07,1.6153305182342592e-07,1.7612343583550683e-07,1.982642885423047e-07,3.467105500476464e-07,1.0565808850060421e-07,2.6740764269561623e-07,1.9280534502286173e-07,1.383492929107888e-07
Tennessee-Tipton,0.9999973773956299,1.6549508075058839e-07,1.1073863959154551e-07,1.9754236291191773e-07,2.0604427675152692e-07,1.4528595215779205e-07,1.5116918916646682e-07,1.7433966092994524e-07,1.9030083819870924e-07,2.140891552926405e-07,3.7103890804246475e-07,1.1453685999640584e-07,2.898447064580978e-07,2.079236764984671e-07,1.49291068396451e-07
Tennessee-Trousdale,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Unicoi,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Union,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Van Buren,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Warren,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Washington,0.9999974966049194,1.556725663931502e-07,1.0378932557841836e-07,1.8524552558574214e-07,1.9348946977970627e-07,1.3618631555800675e-07,1.4168553263971262e-07,1.6351727083474543e-07,1.784376166824586e-07,2.007439405815603e-07,3.5048245194957417e-07,1.0711397635532194e-07,2.7125474844069686e-07,1.950937189576507e-07,1.4022941741131945e-07
Tennessee-Wayne,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Weakley,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Tennessee-White,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Tennessee-Williamson,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Tennessee-Wilson,0.9999974966049194,1.5356280869127659e-07,1.0232825786715694e-07,1.8245671640215733e-07,1.9098555981145182e-07,1.3460162051615043e-07,1.398760076654071e-07,1.6151147974596824e-07,1.7607926849905198e-07,1.9821852959012176e-07,3.4669469073378423e-07,1.0563814356601142e-07,2.673308756584447e-07,1.9278127183497418e-07,1.383288292799989e-07
Texas-Anderson,0.9999973773956299,1.6021574822389084e-07,1.0695106311686686e-07,1.9154880703808885e-07,1.9855035304772173e-07,1.391073425338618e-07,1.452035434112986e-07,1.6745595132761082e-07,1.8352577058067254e-07,2.0609026307738532e-07,3.568984823232313e-07,1.1009713318799186e-07,2.7985296924271097e-07,1.992742397760594e-07,1.4439928008869174e-07
Texas-Andrews,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Angelina,0.9999971389770508,1.7874751279123302e-07,1.192085434809087e-07,2.1521501025745238e-07,2.1884110879000218e-07,1.5254552465648885e-07,1.6063859220594168e-07,1.8409859592338762e-07,2.036845359043582e-07,2.2900583473983716e-07,3.8939418800509884e-07,1.2302336926950375e-07,3.131520998067572e-07,2.1956230966679868e-07,1.6082269382877712e-07
Texas-Aransas,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Archer,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Armstrong,0.9999973773956299,1.6007126646400138e-07,1.068478923116345e-07,1.9135727313823736e-07,1.9840194909193087e-07,1.390259143363437e-07,1.4508560752801714e-07,1.6732154506371444e-07,1.833385852023639e-07,2.0589931182257715e-07,3.567310784546862e-07,1.1000288679952064e-07,2.7957287329627434e-07,1.9916632254535216e-07,1.4426727545924223e-07
Texas-Atascosa,0.9999973773956299,1.671027547445192e-07,1.116748862273198e-07,1.9868616618623491e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.7586360690511356e-07,1.1577143510521637e-07,2.916216885751055e-07,2.1070309230708517e-07,1.507118554400222e-07
Texas-Austin,0.9999973773956299,1.6822666282223508e-07,1.1281554890274492e-07,2.0215424001435167e-07,2.0932313304911077e-07,1.4721332775025076e-07,1.5347012549682404e-07,1.7637755433952407e-07,1.9321230126934097e-07,2.1682379269805097e-07,3.747962011857453e-07,1.1654532272586948e-07,2.959077392006293e-07,2.1097332592034945e-07,1.5152613741520327e-07
Texas-Bailey,0.9999973773956299,1.652200722901398e-07,1.1030922308918889e-07,1.980945256718769e-07,2.0416376855791896e-07,1.4283939719916816e-07,1.4943337589556904e-07,1.7199593571604055e-07,1.8895283915298933e-07,2.1218541235157318e-07,3.6592209085029026e-07,1.1359091445228842e-07,2.888739061290835e-07,2.0478934459333686e-07,1.4884895449540636e-07
Texas-Bandera,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Bastrop,0.9999973773956299,1.6112130651890766e-07,1.0755761081782111e-07,1.9265203832219413e-07,1.995454255165896e-07,1.3971600765216863e-07,1.4593153707664897e-07,1.6831283744522807e-07,1.8455639860803785e-07,2.071995766073087e-07,3.583893146696937e-07,1.1069872840607786e-07,2.814551578467217e-07,2.0015302482079278e-07,1.4521060620609205e-07
Texas-Baylor,0.9999973773956299,1.6111300737975398e-07,1.0779502446212064e-07,1.922433199297302e-07,2.0079963292118919e-07,1.4140823623165488e-07,1.471515673756585e-07,1.6979382166937285e-07,1.8527201461893128e-07,2.082115884149971e-07,3.6200199815539236e-07,1.1130232735467871e-07,2.8213023028911266e-07,2.023741387802147e-07,1.4529136649343855e-07
Texas-Bee,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Bell,0.9999974966049194,1.5355753646417725e-07,1.0232317748659625e-07,1.8244280397539114e-07,1.9096734149570693e-07,1.345914881767385e-07,1.3988160674216488e-07,1.6150656279023679e-07,1.7608547864256252e-07,1.9822797980850737e-07,3.4667451132008864e-07,1.0563592667267585e-07,2.6732885771707515e-07,1.927796091649725e-07,1.3832158174409415e-07
Texas-Bexar,0.9999972581863403,1.704024299442608e-07,1.1370491392881377e-07,2.0464582917156804e-07,2.0997950400669652e-07,1.4712770735059166e-07,1.54238506411275e-07,1.768599418028316e-07,1.9470556367195968e-07,2.189985508493919e-07,3.762494600323407e-07,1.1754119100260141e-07,2.9844559890079836e-07,2.11540040595537e-07,1.5329105451655778e-07
Texas-Blanco,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Borden,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Bosque,0.9999973773956299,1.6080845455235249e-07,1.0757833024399588e-07,1.918746193041443e-07,2.0039063031163096e-07,1.4116625379756442e-07,1.4688124849726591e-07,1.6945411118740594e-07,1.849394379860314e-07,2.0791554788957e-07,3.6129978298049537e-07,1.1111058029200649e-07,2.816398705363099e-07,2.0205344242185674e-07,1.4500979261811153e-07
Texas-Bowie,0.9999974966049194,1.5391968588573945e-07,1.025783831209992e-07,1.8294458925538493e-07,1.9138430218390567e-07,1.3486683769770025e-07,1.402118954274556e-07,1.618648894918806e-07,1.765231445460813e-07,1.9869945333539363e-07,3.4731849041236273e-07,1.0589837984298356e-07,2.6805872721524793e-07,1.9317235455673654e-07,1.3865016512681905e-07
Texas-Brazoria,0.9999973773956299,1.6671468472395645e-07,1.1117184328668372e-07,1.9987911059615726e-07,2.0574778147874895e-07,1.443610102569437e-07,1.5103934458693402e-07,1.7330063428744324e-07,1.9049331001497194e-07,2.1435964470128965e-07,3.6959062299501966e-07,1.149604713646113e-07,2.9160946724005044e-07,2.0755973650921078e-07,1.499345643196648e-07
Texas-Brazos,0.9999973773956299,1.5829135691092233e-07,1.0555715590498949e-07,1.8871979534651473e-07,1.9645194981876557e-07,1.3809209065129835e-07,1.4387843805252487e-07,1.658494710454761e-07,1.8127816758806148e-07,2.0385208188145043e-07,3.5500968920132436e-07,1.08950494848159e-07,2.7604897923083627e-07,1.979732786594468e-07,1.4251705238166323e-07
Texas-Brewster,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Briscoe,0.9999973773956299,1.631745476515789e-07,1.0930163085731692e-07,1.9531186978838377e-07,2.0331466998868564e-07,1.4307457263385004e-07,1.4901115719112568e-07,1.7163219467875024e-07,1.8756198016944836e-07,2.1057613253105956e-07,3.6559771388056106e-07,1.128467559396995e-07,2.863272641207004e-07,2.0486240259742772e-07,1.4703850581554434e-07
Texas-Brooks,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Brown,0.9999973773956299,1.597272643039105e-07,1.0662314053888622e-07,1.9095421066595009e-07,1.9799783501639467e-07,1.3875477122837765e-07,1.44788970146692e-07,1.6698103877388348e-07,1.8296968562481197e-07,2.0548266377318214e-07,3.560146240033646e-07,1.0976500419701551e-07,2.7898667553927226e-07,1.9875685097758833e-07,1.4395516245713225e-07
Texas-Burleson,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Burnet,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Caldwell,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Texas-Calhoun,0.9999973773956299,1.5955674825818278e-07,1.0650382620269738e-07,1.907339850504286e-07,1.9781909088578686e-07,1.386526520263942e-07,1.446498600898849e-07,1.6682123771261104e-07,1.8275622437613492e-07,2.052617276149249e-07,3.5579060408963414e-07,1.0965285213160314e-07,2.786641175589466e-07,1.9861663247411343e-07,1.4380066204466857e-07
Texas-Callahan,0.9999973773956299,1.597272643039105e-07,1.0662314053888622e-07,1.9095421066595009e-07,1.9799783501639467e-07,1.3875477122837765e-07,1.44788970146692e-07,1.6698103877388348e-07,1.8296968562481197e-07,2.0548266377318214e-07,3.560146240033646e-07,1.0976500419701551e-07,2.7898667553927226e-07,1.9875685097758833e-07,1.4395516245713225e-07
Texas-Cameron,0.9999974966049194,1.5416325993555802e-07,1.0273071637811881e-07,1.8315145666747412e-07,1.9173121756921319e-07,1.3510228313862171e-07,1.4038998585874651e-07,1.6212892717248906e-07,1.7670858198925998e-07,1.989190110407435e-07,3.4801942661033536e-07,1.0604229316868441e-07,2.682981232737802e-07,1.934813553816639e-07,1.3888561056774051e-07
Texas-Camp,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Carson,0.9999973773956299,1.618945191239618e-07,1.0811150019662819e-07,1.9367294612493424e-07,2.0055466620760853e-07,1.4041822282706562e-07,1.4664611569514818e-07,1.6912541411784332e-07,1.85398221219657e-07,2.0813197920688253e-07,3.601284390697401e-07,1.1124481602564629e-07,2.8281391450946103e-07,2.0107481191189436e-07,1.4594907327136752e-07
Texas-Cass,0.9999973773956299,1.5955674825818278e-07,1.0650382620269738e-07,1.907339850504286e-07,1.9781909088578686e-07,1.386526520263942e-07,1.446498600898849e-07,1.6682123771261104e-07,1.8275622437613492e-07,2.052617276149249e-07,3.5579060408963414e-07,1.0965285213160314e-07,2.786641175589466e-07,1.9861663247411343e-07,1.4380066204466857e-07
Texas-Castro,0.9999973773956299,1.652200722901398e-07,1.1030922308918889e-07,1.980945256718769e-07,2.0416376855791896e-07,1.4283939719916816e-07,1.4943337589556904e-07,1.7199593571604055e-07,1.8895283915298933e-07,2.1218541235157318e-07,3.6592209085029026e-07,1.1359091445228842e-07,2.888739061290835e-07,2.0478934459333686e-07,1.4884895449540636e-07
Texas-Chambers,0.9999973773956299,1.5752858928408386e-07,1.0503518410587276e-07,1.8777333821162756e-07,1.9552953745005652e-07,1.374777838236696e-07,1.432037208815018e-07,1.6507800637555192e-07,1.8043458283045766e-07,2.029247383461552e-07,3.5343919080332853e-07,1.0842373399100325e-07,2.747082987752947e-07,1.9709995058292407e-07,1.4181163976445532e-07
Texas-Cherokee,0.9999973773956299,1.597272643039105e-07,1.0662314053888622e-07,1.9095421066595009e-07,1.9799783501639467e-07,1.3875477122837765e-07,1.44788970146692e-07,1.6698103877388348e-07,1.8296968562481197e-07,2.0548266377318214e-07,3.560146240033646e-07,1.0976500419701551e-07,2.7898667553927226e-07,1.9875685097758833e-07,1.4395516245713225e-07
Texas-Childress,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Clay,0.9999973773956299,1.5955674825818278e-07,1.0650382620269738e-07,1.907343545326512e-07,1.9781928983775288e-07,1.3865279413494136e-07,1.4465013009612449e-07,1.6682123771261104e-07,1.827565796475028e-07,2.0526212551885692e-07,3.5579060408963414e-07,1.0965285213160314e-07,2.786644017760409e-07,1.9861683142607944e-07,1.4380093205090816e-07
Texas-Cochran,0.9999973773956299,1.591300389236494e-07,1.0621697299484367e-07,1.902133845987919e-07,1.9733467127025506e-07,1.3834133483214828e-07,1.4428420058720803e-07,1.664049307237292e-07,1.8226955944555812e-07,2.0472802475524077e-07,3.55011053443377e-07,1.093610606517359e-07,2.7790323997578525e-07,1.9815877294604434e-07,1.434122793853021e-07
Texas-Coke,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Coleman,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Collin,0.9999966621398926,2.0431593839020934e-07,1.3608986648705468e-07,2.4405051135545364e-07,2.473840936545457e-07,1.7044118294506916e-07,1.8102304011335946e-07,2.0999300431867596e-07,2.327445116634408e-07,2.5997925945375755e-07,4.345595243648859e-07,1.396274598164382e-07,3.550013047970424e-07,2.4430758571725164e-07,1.8400162105081108e-07
Texas-Collingsworth,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Colorado,0.9999973773956299,1.597272643039105e-07,1.0662314053888622e-07,1.9095421066595009e-07,1.9799783501639467e-07,1.3875477122837765e-07,1.44788970146692e-07,1.6698103877388348e-07,1.8296968562481197e-07,2.0548266377318214e-07,3.560146240033646e-07,1.0976500419701551e-07,2.7898667553927226e-07,1.9875685097758833e-07,1.4395516245713225e-07
Texas-Comal,0.9999973773956299,1.592006100281651e-07,1.0659446303407094e-07,1.8936812296033168e-07,1.9935825434913568e-07,1.4099509826337453e-07,1.4598776942875702e-07,1.6867953434029914e-07,1.8328684348034585e-07,2.0612093010186072e-07,3.6051227425559773e-07,1.1034268254661583e-07,2.787356265798735e-07,2.016457330000776e-07,1.433496521485722e-07
Texas-Comanche,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Concho,0.9999973773956299,1.5955674825818278e-07,1.0650382620269738e-07,1.907339850504286e-07,1.9781909088578686e-07,1.386526520263942e-07,1.446498600898849e-07,1.6682123771261104e-07,1.8275622437613492e-07,2.052617276149249e-07,3.5579060408963414e-07,1.0965285213160314e-07,2.786641175589466e-07,1.9861663247411343e-07,1.4380066204466857e-07
Texas-Cooke,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Texas-Coryell,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Texas-Cottle,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Texas-Crane,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
